nombre,camara,legislatura,sigla_partido,tipo_registro,fuente_url,fuente_tipo,metodo,nivel_confianza
"Botana, Sergio",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Camy Antognazza, Carlos",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-07-19&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Carámbula Volpi, Marcos Gustavo",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Carballo Da Costa, Felipe",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-06-05&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Cardoso, José Carlos",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-07-19&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Carrera Leal, Charles",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2017-09-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Castillo, Juan",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2018-02-25&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Cersósimo, Gustavo",senado,48,PC,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/509,manual,biografia,alto
"Coutinho Rodríguez, Germán",senado,48,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Da Silva, Sebastián",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/5304,manual,biografia,alto
"De León, Leonardo",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Delgado, Alvaro",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-03-01&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Draper Praderio, Alejandro",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/10161,manual,biografia,alto
"Eguiluz, Cecilia",senado,48,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2019-06-16&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Enciso, Carlos",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Facello, Guillermo",senado,48,PC,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/9927,manual,biografia,alto
"Ferreira Rodríguez, Zulimar",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-09-27&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Galán, Lilián",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/11525,manual,biografia,alto
"Gallicchio Queirolo, Antonio",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-07-05&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Gandini, Jorge",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-05-08&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"García, Graciela",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-10-23&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"García, Javier",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Garin De Nardo, Daniel",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-11-06&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Heber, Luis Alberto",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Iturralde Viñas, Pablo",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-04-26&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lacalle Pou, Luis Alberto",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lafluf, Omar",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2019-07-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Larrañaga, Jorge",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lazo, Sandra",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-02-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"López Villalba, Daniel",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2018-11-18&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lorier, Eduardo",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2017-08-13&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lustemberg, Cristina",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/11526,manual,biografia,alto
"Martínez Huelmo, Rubén",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-04-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Martínez Villamil, Daniel Carlos",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Matiaude, Graciela",senado,48,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-06-05&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Meléndez, Lauro",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-04-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Michelini, Rafael",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Mieres, Pablo",senado,48,PI,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Montaner, Martha",senado,48,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Moreira, Carlos",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Moreira, Constanza",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Mujica, José",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-03-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Otheguy Vega, Marcos Javier",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pardiñas, Yeru",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-11-22&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Passada, Ivonne",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-03-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Payssé, Daniela",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Peña Fernández, Daniel",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2017-10-22&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Peña Hernández, Adriana",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/7765,manual,biografia,alto
"Pesce Olivera, Viviana",senado,48,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-10-23&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pintado, Enrique",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-03-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pintos Ruiz, Julio Miguel",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-07-17&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Posada, Iván",senado,48,PI,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/2912,manual,biografia,alto
"Preve Cocco, Federico Mariano",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/11532,manual,biografia,alto
"Ribero, María Sara",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2019-04-07&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Saravia, Jorge",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-08-16&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Sendic, Raúl",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-03-01&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Silveira, Julio C.",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-06-21&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Topolansky, Lucía",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Tourné, Daisy",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-07-19&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Vassallo, Miguel",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2019-03-10&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Viera Duarte, Tabaré",senado,48,PC,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/196,manual,biografia,alto
"Xavier, Mónica",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Abreu, Sergio",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Álvarez López, María Dolores",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-07-30&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Andrade, Oscar",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Andújar, Sebastián",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/11593,manual,biografia,alto
"Argimón, Beatriz",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Asiaín, Carmen",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-29&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Astori, Danilo",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Barrera Malrechauffe, Graciela Haydée",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-07-02&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Batlle Lamuraglia, Raúl Lorenzo",senado,49,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2021-09-11&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bayardi, José",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/466,manual,biografia,alto
"Bergara Duque, Mario",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bianchi, Graciela",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bica Velázquez, Verónica",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2021-09-11&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Blás, Rodrigo",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2021-12-04&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bonomi, Eduardo",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Botana, Sergio",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Brenta Badano, Eduardo Alfonso",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2023-12-16&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Caggiani, Daniel",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-03-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Camy Antognazza, Carlos",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-03-14&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Canon Pedragosa, Enrique Gilberto",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2024-03-09&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Cardoso, Germán",senado,49,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-12-03&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Carrera Leal, Charles",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Castaingdebat, Armando",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2023-03-11&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Castillo, Juan",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-12-03&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Charamelo, Richard",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/7764,manual,biografia,alto
"Cosse, Carolina",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Coutinho Rodríguez, Germán",senado,49,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Da Silva, Sebastián",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-10-10&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"De Mattos, Alfredo",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-07-02&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Delgado, Alvaro",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Della Ventura, Amanda",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Delpino, Sergio",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2021-03-27&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Domenech Martínez, Guillermo José",senado,49,CA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Etcheverry Lima, Lucía",senado,49,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/10465,manual,biografia,alto
"Falero, José Luis",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Ferreira Sienra, Wilson Gonzalo",senado,49,CA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-10-10&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Gandini, Jorge",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"García, Alem",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/170,manual,biografia,alto
"García, Graciela",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2024-10-05&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"García, Javier",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-29&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Goñi Reyes, Rodrigo",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/5938,manual,biografia,alto
"Heber, Luis Alberto",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Hunter Luzardo, Ana Laura",senado,49,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2022-04-23&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Iturralde Viñas, Pablo",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2021-03-13&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Kechichian, Liliam",senado,49,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lacalle Pou, Luis Alberto",senado,49,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lamorte Russomanno, Aldo",senado,49,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2023-03-11&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lanz Adib, Pablo Martín",senado,49,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2020-09-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
