nombre,camara,legislatura,sigla_partido,tipo_registro,fuente_url,fuente_tipo,metodo,nivel_confianza
"Xavier, Mónica",senado,46,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2005-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Abdala, Pablo",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-11-22&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Abreu, Sergio",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Agazzi, Ernesto",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Alonso, Verónica",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-09-27&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Amorín, José",senado,47,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Antognazza, Milton",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-12-06&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Astori, Danilo",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-03-01&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Baráibar, Carlos",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Barreiro Sabbia, Ambrosio Walter",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-11-22&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bartesaghi, Jorge T.",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-09-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Battistoni, Julio",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-05-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bayardi, José",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2013-05-20&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bentancor, Juan José",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-05-21&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Beramendi, Carmen",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-03-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bonomi, Eduardo",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bordaberry Herrán, Juan Pedro",senado,47,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Brenta Badano, Eduardo Alfonso",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2014-12-29&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Camy Antognazza, Carlos",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-04-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Cardoso, Germán",senado,47,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-06-21&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Cardoso, José Carlos",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-07-18&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Chiruchi, Juan Antonio",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Clavijo, Hebert",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-07-16&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Conde, Roberto",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2013-05-20&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Couriel, Alberto",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Coutinho Rodríguez, Germán",senado,47,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Da Rosa, Eber",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Dalmás, Susana",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"De Haedo, Javier",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-09-27&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Domínguez, Juan José",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-03-29&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Echeverría, Alejandro",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2014-05-19&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Enciso, Carlos",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-06-21&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Fernández Farias, Eduardo",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-04-09&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Fernández Huidobro, Eleuterio",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Fonticiella, Ramón",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-03-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Gallicchio Queirolo, Antonio",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-04-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Gallinal, Francisco",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Gallo Imperiale, Luis José",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-04-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Gamou, Carlos",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-05-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Gandini, Jorge",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-10-22&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"García Costa, Guillermo",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-06-07&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"García, Javier",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-11-22&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Guarino, Gustavo",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-12-06&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Heber, Luis Alberto",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Iturralde Viñas, Pablo",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-10-08&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lacalle Herrera, Luis Alberto",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lamorte Russomanno, Aldo",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2013-11-18&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Larrañaga, Jorge",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lescano, Héctor",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-08-27&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"López Goldaracena, Oscar",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-07-19&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Lorier, Eduardo",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Malaquina Ugolini, Eduardo",senado,47,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-04-11&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Martínez Huelmo, Rubén",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-11-22&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Martínez Villamil, Daniel Carlos",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Mezzera, Eduardo",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2013-07-01&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Michelini, Rafael",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Montiel, Daniel",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-08-16&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Moreira, Carlos",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Moreira, Constanza",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Morelli Colombres, León",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-07-18&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Morodo Díaz, Walter Domingo",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-06-06&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Muguruza, Eduardo",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-06-21&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Nin Novoa, Rodolfo",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Obispo, Ruben",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-10-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pasquet Iribarne, Ope",senado,47,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Penadés, Gustavo",senado,47,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Peña Fernández, Daniel",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-08-29&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pereyra, Aníbal",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-10-25&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pintado, Enrique",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-03-01&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Pintos, Alicia",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-03-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Piñeyrúa Olmos, Ana Lía",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-07-18&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Rodríguez, Hyara",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2012-03-26&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Rondeau, Aníbal",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-08-29&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Rosadilla, Luis",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-12-05&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Rubio, Enrique",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Sanabria, Wilson",senado,47,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-03-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Saravia, Jorge",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Scrigna, Fernando",senado,47,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2013-08-12&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Silveira, Julio C.",senado,47,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-05-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Solari Damonte, Alfredo",senado,47,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-07-19&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Souza, Juan C.",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/3461,manual,biografia,alto
"Tajam, Héctor",senado,47,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-03-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Topolansky, Lucía",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Umansky, Isaac",senado,47,PC,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2011-06-20&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Viera Duarte, Tabaré",senado,47,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Xavier, Mónica",senado,47,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2010-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Agazzi, Ernesto",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Alcorta, Ricardo",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-05-10&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Almagro Lemes, Luis Leonardo",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-03-01&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Alonso, Verónica",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Amorín, José",senado,48,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Amy, José A.",senado,48,PC,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/9899,manual,biografia,alto
"Aristimuño, Saúl",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-06-07&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Arregui, Roque",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/2936,manual,biografia,alto
"Asiaín, Carmen",senado,48,PN,integrante_temporal,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-04-24&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Astori, Danilo",senado,48,FA,integrante_temporal,https://parlamento.gub.uy/camarasycomisiones/legisladores/479,manual,biografia,alto
"Aviaga Martínez, María Carol",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Ayala, Patricia",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Baráibar, Carlos",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-03-01&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Berterreche, Andrés",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-03-01&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Besozzi Arocena, Guillermo",senado,48,PN,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-07-19&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bianchi, Daniel",senado,48,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2016-03-27&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bonomi, Eduardo",senado,48,FA,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
"Bordaberry Herrán, Juan Pedro",senado,48,PC,titular,https://parlamento.gub.uy/sobreelparlamento/integracionhistorica/josn?Cpo_Codigo=S&Quienes=I&Fecha%5Bdate%5D=2015-02-15&Fecha%5Btime%5D=00%3A00&_format=json,dataset,dataset,confirmado
